annual,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dic,geojson,geom
5.517,8.147,7.284,6,5.42,3.566,3.202,3.209,3.998,4.742,5.829,7.422,7.389,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.744873046875,-36.6491203308104],[-65.1865234375,-36.7442283630369],[-65.3026733398438,-36.3900489807127],[-64.8641662597656,-36.2959594726561],[-64.744873046875,-36.6491203308104]]]]}",0106000020E6100000010000000103000000010000000500000002000000AC2F50C0ECFFFF5F165342C002000000F04B50C0E3FFFFDF425F42C0000000005F5350C0E5FFFF1FED3142C0000000804E3750C0EAFFFFFFE12542C002000000AC2F50C0ECFFFF5F165342C0
5.337,7.844,7.097,6.038,5.298,3.491,3.074,2.993,3.707,4.494,5.718,7.118,7.175,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.6237487792969,-37.0031700134275],[-65.0685729980469,-37.0993194580076],[-65.1865234375,-36.7442283630369],[-64.744873046875,-36.6491203308104],[-64.6237487792969,-37.0031700134275]]]]}",0106000020E6100000010000000103000000010000000500000000000080EB2750C0E5FFFFDF678042C002000080634450C0E8FFFF7FB68C42C002000000F04B50C0E3FFFFDF425F42C002000000AC2F50C0ECFFFF5F165342C000000080EB2750C0E5FFFFDF678042C0
5.593,7.866,7.306,6.251,5.516,3.679,3.106,3.172,4.004,4.795,6.151,7.597,7.68,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.500732421875,-37.3581008911131],[-64.9487915039063,-37.455310821533],[-65.0685729980469,-37.0993194580076],[-64.6237487792969,-37.0031700134275],[-64.500732421875,-37.3581008911131]]]]}",0106000020E61000000100000001030000000100000005000000020000000C2050C0E2FFFF3FD6AD42C002000000B93C50C0E6FFFF9F47BA42C002000080634450C0E8FFFF7FB68C42C000000080EB2750C0E5FFFFDF678042C0020000000C2050C0E2FFFF3FD6AD42C0
5.651,7.782,7.435,6.359,5.469,3.786,3.152,3.186,4.16,4.789,6.312,7.623,7.763,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.3757629394531,-37.7139205932615],[-64.8270874023438,-37.8121795654295],[-64.9487915039063,-37.455310821533],[-64.500732421875,-37.3581008911131],[-64.3757629394531,-37.7139205932615]]]]}",0106000020E61000000100000001030000000100000005000000FEFFFF7F0C1850C0E2FFFFBF61DB42C002000000EF3450C0E6FFFF7FF5E742C002000000B93C50C0E6FFFF9F47BA42C0020000000C2050C0E2FFFF3FD6AD42C0FEFFFF7F0C1850C0E2FFFFBF61DB42C0
5.792,7.933,7.49,6.589,5.624,3.866,3.244,3.211,4.289,4.893,6.428,7.929,8.014,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.8270874023438,-37.8121795654295],[-65.2803268432617,-37.9077110290525],[-65.3987426757812,-37.5497894287107],[-64.9487915039063,-37.455310821533],[-64.8270874023438,-37.8121795654295]]]]}",0106000020E6100000010000000103000000010000000500000002000000EF3450C0E6FFFF7FF5E742C0FEFFFFDFF05150C0E3FFFFDF2FF442C0FCFFFFFF845950C0E2FFFF7F5FC642C002000000B93C50C0E6FFFF9F47BA42C002000000EF3450C0E6FFFF7FF5E742C0
5.822,8.059,7.506,6.652,5.619,3.803,3.22,3.28,4.175,4.886,6.462,8.1,8.113,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.5778503417968,-38.5285911560057],[-65.037841796875,-38.6262397766112],[-65.1600570678711,-38.2665290832518],[-64.7034606933594,-38.1699485778806],[-64.5778503417968,-38.5285911560057]]]]}",0106000020E61000000100000001030000000100000005000000FEFFFF7FFB2450C0E8FFFFDFA84343C0020000006C4250C0E7FFFF9F285043C0FEFFFF5F3E4A50C0E9FFFF9F1D2243C000000080052D50C0E0FFFFDFC01543C0FEFFFF7FFB2450C0E8FFFFDFA84343C0
5.776,8.016,7.514,6.636,5.402,3.79,2.998,3.246,4.084,4.829,6.322,8.186,8.297,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.4502029418946,-38.8880882263182],[-64.9136428833008,-38.9868392944334],[-65.037841796875,-38.6262397766112],[-64.5778503417968,-38.5285911560057],[-64.4502029418946,-38.8880882263182]]]]}",0106000020E6100000010000000103000000010000000500000002000020D01C50C0E3FFFFDFAC7143C000000020793A50C0E9FFFFBF507E43C0020000006C4250C0E7FFFF9F285043C0FEFFFF7FFB2450C0E8FFFFDFA84343C002000020D01C50C0E3FFFFDFAC7143C0
5.939,8.369,7.723,6.774,5.553,3.87,3.035,3.322,4.188,4.999,6.479,8.388,8.57,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.3205032348633,-39.2484588623045],[-64.7874069213867,-39.3483009338377],[-64.9136428833008,-38.9868392944334],[-64.4502029418946,-38.8880882263182],[-64.3205032348633,-39.2484588623045]]]]}",0106000020E6100000010000000103000000010000000500000002000020831450C0E0FFFF7FCD9F43C0020000E0643250C0EBFFFF1F95AC43C000000020793A50C0E9FFFFBF507E43C002000020D01C50C0E3FFFFDFAC7143C002000020831450C0E0FFFF7FCD9F43C0
6.073,8.669,8.006,7.219,5.736,3.949,2.999,3.262,4.07,5.005,6.575,8.606,8.781,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.7874069213867,-39.3483009338377],[-65.2564392089844,-39.4452705383299],[-65.3791198730468,-39.0827293395994],[-64.9136428833008,-38.9868392944334],[-64.7874069213867,-39.3483009338377]]]]}",0106000020E61000000100000001030000000100000005000000020000E0643250C0EBFFFF1F95AC43C002000080695050C0E9FFFF9FFEB843C0FEFFFF7F435850C0E2FFFFDF968A43C000000020793A50C0E9FFFFBF507E43C0020000E0643250C0EBFFFF1F95AC43C0
6.079,8.769,7.983,7.065,5.68,3.952,3.013,3.334,4.016,5.157,6.568,8.612,8.802,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.6591186523438,-39.7106285095213],[-65.131706237793,-39.8086891174314],[-65.2564392089844,-39.4452705383299],[-64.7874069213867,-39.3483009338377],[-64.6591186523438,-39.7106285095213]]]]}",0106000020E61000000100000001030000000100000005000000000000002F2A50C0E2FFFFDFF5DA43C0020000E06D4850C0E5FFFF1F83E743C002000080695050C0E9FFFF9FFEB843C0020000E0643250C0EBFFFF1F95AC43C0000000002F2A50C0E2FFFFDFF5DA43C0
5.296,7.293,6.18,5.334,5,3.646,3.827,3.989,4.403,5.269,5.996,6.547,6.076,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.8543090820312,-32.2069892883299],[-65.2564392089844,-32.2977600097655],[-65.3617172241211,-31.957679748535],[-64.9621887207031,-31.867830276489],[-64.8543090820312,-32.2069892883299]]]]}",0106000020E61000000100000001030000000100000005000000FEFFFFFFAC3650C0EAFFFF9F7E1A40C002000080695050C0E8FFFFFF1C2640C002000060265750C0D0FFFF7F2AF53FC000000080943D50C0C0FFFF1F2ADE3FC0FEFFFFFFAC3650C0EAFFFF9F7E1A40C0
5.684,7.872,6.794,5.795,5.257,3.993,4.03,4.184,4.687,5.534,6.331,6.991,6.744,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.744873046875,-32.5470809936522],[-65.149658203125,-32.6388015747069],[-65.2564392089844,-32.2977600097655],[-64.8543090820312,-32.2069892883299],[-64.744873046875,-32.5470809936522]]]]}",0106000020E6100000010000000103000000010000000500000002000000AC2F50C0ECFFFFBF064640C0FEFFFFFF934950C0E9FFFF3FC45140C002000080695050C0E8FFFFFF1C2640C0FEFFFFFFAC3650C0EAFFFF9F7E1A40C002000000AC2F50C0ECFFFFBF064640C0
6.16,8.4,7.17,6.209,5.865,4.477,4.335,4.548,5.224,6.115,6.762,7.578,7.238,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.6339111328125,-32.88809967041],[-65.0413818359375,-32.9807701110838],[-65.149658203125,-32.6388015747069],[-64.744873046875,-32.5470809936522],[-64.6339111328125,-32.88809967041]]]]}",0106000020E61000000100000001030000000100000005000000FEFFFFFF912850C0EAFFFF3FAD7140C002000000A64250C0E6FFFFDF897D40C0FEFFFFFF934950C0E9FFFF3FC45140C002000000AC2F50C0ECFFFFBF064640C0FEFFFFFF912850C0EAFFFF3FAD7140C0
5.917,8.191,6.927,6.139,5.811,4.256,4.094,4.257,4.979,5.635,6.33,7.516,6.869,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.5213623046874,-33.2300491333006],[-64.9315185546875,-33.3236885070799],[-65.0413818359375,-32.9807701110838],[-64.6339111328125,-32.88809967041],[-64.5213623046874,-33.2300491333006]]]]}",0106000020E61000000100000001030000000100000005000000FCFFFFFF5D2150C0E5FFFF3F729D40C0020000009E3B50C0E3FFFF9F6EA940C002000000A64250C0E6FFFFDF897D40C0FEFFFFFF912850C0EAFFFF3FAD7140C0FCFFFFFF5D2150C0E5FFFF3F729D40C0
5.545,7.905,6.854,5.71,5.466,3.867,3.764,3.834,4.35,5.051,5.767,7.153,6.821,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.4072036743164,-33.5729217529295],[-64.820068359375,-33.6675300598143],[-64.9315185546875,-33.3236885070799],[-64.5213623046874,-33.2300491333006],[-64.4072036743164,-33.5729217529295]]]]}",0106000020E61000000100000001030000000100000005000000020000A00F1A50C0E8FFFF7F55C940C0FEFFFFFF7B3450C0E9FFFF9F71D540C0020000009E3B50C0E3FFFF9F6EA940C0FCFFFFFF5D2150C0E5FFFF3F729D40C0020000A00F1A50C0E8FFFF7F55C940C0
5.06,7.023,6.07,5.145,5.032,3.677,3.764,3.62,4.203,4.688,5.102,6.348,6.055,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.820068359375,-33.6675300598143],[-65.2345581054688,-33.759738922119],[-65.34326171875,-33.4149398803709],[-64.9315185546875,-33.3236885070799],[-64.820068359375,-33.6675300598143]]]]}",0106000020E61000000100000001030000000100000005000000FEFFFFFF7B3450C0E9FFFF9F71D540C000000000034F50C0E7FFFF1F3FE140C0FEFFFFFFF75550C0E1FFFFBF1CB540C0020000009E3B50C0E3FFFF9F6EA940C0FEFFFFFF7B3450C0E9FFFF9F71D540C0
5.376,7.767,6.84,5.434,5.501,3.667,3.487,3.653,3.804,4.938,5.486,7.078,6.861,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.5112609863281,-34.8522796630858],[-63.9335899353028,-34.9534301757811],[-64.0546035766602,-34.6069602966307],[-63.6350708007812,-34.5068702697752],[-63.5112609863281,-34.8522796630858]]]]}",0106000020E61000000100000001030000000100000005000000FCFFFFFF70C14FC0E9FFFF7F176D41C0040000E07FF74FC0E4FFFFFF097A41C0020000A07E0350C0E4FFFFDFB04D41C0000000004AD14FC0EAFFFF1FE14041C0FCFFFFFF70C14FC0E9FFFF7F176D41C0
5.268,7.582,7.062,5.567,5.402,3.58,3.367,3.339,3.636,4.775,5.317,6.834,6.755,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.3855590820312,-35.1985588073729],[-63.810791015625,-35.300769805908],[-63.9335899353028,-34.9534301757811],[-63.5112609863281,-34.8522796630858],[-63.3855590820312,-35.1985588073729]]]]}",0106000020E61000000100000001030000000100000005000000FCFFFFFF59B14FC0E9FFFF5F6A9941C0FCFFFFFFC7E74FC0E6FFFF9F7FA641C0040000E07FF74FC0E4FFFFFF097A41C0FCFFFFFF70C14FC0E9FFFF7F176D41C0FCFFFFFF59B14FC0E9FFFF5F6A9941C0
5.043,7.306,6.738,5.244,5.316,3.371,3.321,3.183,3.348,4.498,5.097,6.587,6.518,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.2580299377441,-35.545700073242],[-63.6861610412597,-35.6489982604979],[-63.810791015625,-35.300769805908],[-63.3855590820312,-35.1985588073729],[-63.2580299377441,-35.545700073242]]]]}",0106000020E61000000100000001030000000100000005000000F8FFFF1F07A14FC0E9FFFF7FD9C541C0FCFFFF1FD4D74FC0EBFFFF5F12D341C0FCFFFFFFC7E74FC0E6FFFF9F7FA641C0FCFFFFFF59B14FC0E9FFFF5F6A9941C0F8FFFF1F07A14FC0E9FFFF7FD9C541C0
5.02,7.256,6.715,5.255,5.2,3.319,3.225,3.081,3.348,4.426,5.124,6.639,6.654,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.1285705566406,-35.8936805725096],[-63.5596313476562,-35.9980888366697],[-63.6861610412597,-35.6489982604979],[-63.2580299377441,-35.545700073242],[-63.1285705566406,-35.8936805725096]]]]}",0106000020E610000001000000010300000001000000050000000000000075904FC0E7FFFF1F64F241C000000000A2C74FC0E5FFFF5FC1FF41C0FCFFFF1FD4D74FC0EBFFFF5F12D341C0F8FFFF1F07A14FC0E9FFFF7FD9C541C00000000075904FC0E7FFFF1F64F241C0
5.059,7.394,6.73,5.263,5.258,3.349,3.199,3.09,3.387,4.407,5.256,6.717,6.663,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.5596313476562,-35.9980888366697],[-63.9925804138183,-36.0999488830565],[-64.1161499023437,-35.7497787475584],[-63.6861610412597,-35.6489982604979],[-63.5596313476562,-35.9980888366697]]]]}",0106000020E6100000010000000103000000010000000500000000000000A2C74FC0E5FFFF5FC1FF41C0FCFFFFDF0CFF4FC0E6FFFF1FCB0C42C0FEFFFFFF6E0750C0E8FFFFBFF8DF41C0FCFFFF1FD4D74FC0EBFFFF5F12D341C000000000A2C74FC0E5FFFF5FC1FF41C0
4.866,6.885,6.532,5.348,4.986,3.13,3.098,2.93,3.311,4.206,4.992,6.52,6.46,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.3007507324219,-36.6988296508787],[-63.7398109436035,-36.8028984069822],[-63.8671607971191,-36.4509887695311],[-63.4311790466309,-36.3480415344237],[-63.3007507324219,-36.6988296508787]]]]}",0106000020E61000000100000001030000000100000005000000040000007FA64FC0E2FFFF3F735942C004000020B2DE4FC0E5FFFF5FC56642C0FCFFFF1FFFEE4FC0E5FFFFFFB93942C0000000E030B74FC0EBFFFF9F8C2C42C0040000007FA64FC0E2FFFF3F735942C0
5.124,7.244,6.797,5.68,5.226,3.278,3.093,2.897,3.48,4.462,5.477,6.881,6.977,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.1683311462402,-37.0504608154295],[-63.6104698181152,-37.1556587219236],[-63.7398109436035,-36.8028984069822],[-63.3007507324219,-36.6988296508787],[-63.1683311462402,-37.0504608154295]]]]}",0106000020E61000000100000001030000000100000005000000000000E08B954FC0E4FFFF7F758642C0000000E023CE4FC0E5FFFF9FEC9342C004000020B2DE4FC0E5FFFF5FC56642C0040000007FA64FC0E2FFFF3F735942C0000000E08B954FC0E4FFFF7F758642C0
4.914,6.995,6.404,5.368,4.997,3.206,2.953,2.876,3.402,4.288,5.278,6.606,6.606,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.6104698181152,-37.1556587219236],[-64.0546035766602,-37.2582092285155],[-64.1808166503906,-36.9043502807615],[-63.7398109436035,-36.8028984069822],[-63.6104698181152,-37.1556587219236]]]]}",0106000020E61000000100000001030000000100000005000000000000E023CE4FC0E5FFFF9FEC9342C0020000A07E0350C0E9FFFFFF0CA142C0FEFFFF7F920B50C0E3FFFFBFC17342C004000020B2DE4FC0E5FFFF5FC56642C0000000E023CE4FC0E5FFFF9FEC9342C0
5.194,7.372,6.893,5.83,5.213,3.367,3.009,2.906,3.568,4.427,5.53,6.977,7.237,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.4791297912598,-37.5092697143553],[-63.9264183044434,-37.6129417419432],[-64.0546035766602,-37.2582092285155],[-63.6104698181152,-37.1556587219236],[-63.4791297912598,-37.5092697143553]]]]}",0106000020E610000001000000010300000001000000050000000000002054BD4FC0E3FFFFBF2FC142C0000000E094F64FC0E4FFFFDF74CE42C0020000A07E0350C0E9FFFFFF0CA142C0000000E023CE4FC0E5FFFF9FEC9342C00000002054BD4FC0E3FFFFBF2FC142C0
5.459,7.526,7.279,6.014,5.398,3.62,3.085,3.084,3.795,4.765,5.863,7.279,7.806,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.3456993103027,-37.8637008666991],[-63.7962303161621,-37.9685096740721],[-63.9264183044434,-37.6129417419432],[-63.4791297912598,-37.5092697143553],[-63.3456993103027,-37.8637008666991]]]]}",0106000020E61000000100000001030000000100000005000000FCFFFFDF3FAC4FC0E9FFFFBF8DEE42C0000000E0EAE54FC0E9FFFF1FF8FB42C0000000E094F64FC0E4FFFFDF74CE42C00000002054BD4FC0E3FFFFBF2FC142C0FCFFFFDF3FAC4FC0E9FFFFBF8DEE42C0
5.529,7.423,7.134,6.161,5.348,3.582,3.08,3.085,3.889,4.791,6.108,7.729,8.029,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.2101707458496,-38.2189712524412],[-63.6639709472656,-38.3249282836912],[-63.7962303161621,-37.9685096740721],[-63.3456993103027,-37.8637008666991],[-63.2101707458496,-38.2189712524412]]]]}",0106000020E61000000100000001030000000100000005000000FCFFFFDFE69A4FC0E0FFFF3F071C43C000000000FDD44FC0E1FFFF3F972943C0000000E0EAE54FC0E9FFFF1FF8FB42C0FCFFFFDF3FAC4FC0E9FFFFBF8DEE42C0FCFFFFDFE69A4FC0E0FFFF3F071C43C0
5.633,7.718,7.454,6.408,5.295,3.741,3.107,3.212,4.053,4.665,6.084,7.746,8.122,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.5295715332031,-38.6821708679197],[-63.9888305664062,-38.7865295410154],[-64.119873046875,-38.42813873291],[-63.6639709472656,-38.3249282836912],[-63.5295715332031,-38.6821708679197]]]]}",0106000020E61000000100000001030000000100000005000000FCFFFFFFC8C34FC0E0FFFF5F515743C0F8FFFFFF91FE4FC0E4FFFFFFAC6443C0FEFFFFFFAB0750C0E4FFFF3FCD3643C000000000FDD44FC0E1FFFF3F972943C0FCFFFFFFC8C34FC0E0FFFF5F515743C0
5.581,7.85,7.421,6.406,5.285,3.611,3.061,3.15,3.938,4.604,5.968,7.695,7.987,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.393009185791,-39.0402488708494],[-63.8556518554688,-39.1457595825193],[-63.9888305664062,-38.7865295410154],[-63.5295715332031,-38.6821708679197],[-63.393009185791,-39.0402488708494]]]]}",0106000020E61000000100000001030000000100000005000000000000204EB24FC0E9FFFFDF268543C00000000086ED4FC0E1FFFF3FA89243C0F8FFFFFF91FE4FC0E4FFFFFFAC6443C0FCFFFFFFC8C34FC0E0FFFF5F515743C0000000204EB24FC0E9FFFFDF268543C0
5.617,8.002,7.428,6.506,5.283,3.638,3.06,3.113,3.883,4.592,6.056,7.705,8.145,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.2542381286621,-39.3991394042966],[-63.7203407287598,-39.5058212280272],[-63.8556518554688,-39.1457595825193],[-63.393009185791,-39.0402488708494],[-63.2542381286621,-39.3991394042966]]]]}",0106000020E61000000100000001030000000100000005000000FCFFFFDF8AA04FC0E0FFFFFF16B343C00400002034DC4FC0E8FFFFBFBEC043C00000000086ED4FC0E1FFFF3FA89243C0000000204EB24FC0E9FFFFDF268543C0FCFFFFDF8AA04FC0E0FFFFFF16B343C0
5.711,8.228,7.501,6.67,5.425,3.767,3.067,3.058,3.869,4.703,6.06,7.841,8.344,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.1132202148438,-39.7588195800779],[-63.5827598571777,-39.8666992187498],[-63.7203407287598,-39.5058212280272],[-63.2542381286621,-39.3991394042966],[-63.1132202148438,-39.7588195800779]]]]}",0106000020E61000000100000001030000000100000005000000000000007E8E4FC0E6FFFFFF20E143C0FCFFFFDF97CA4FC0E9FFFFFFEFEE43C00400002034DC4FC0E8FFFFBFBEC043C0FCFFFFDF8AA04FC0E0FFFFFF16B343C0000000007E8E4FC0E6FFFFFF20E143C0
5.821,8.308,7.738,6.791,5.386,3.746,2.951,3.155,3.957,4.791,6.277,8.201,8.557,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.5827598571777,-39.8666992187498],[-64.0546035766602,-39.971710205078],[-64.1886291503906,-39.6096611022947],[-63.7203407287598,-39.5058212280272],[-63.5827598571777,-39.8666992187498]]]]}",0106000020E61000000100000001030000000100000005000000FCFFFFDF97CA4FC0E9FFFFFFEFEE43C0020000A07E0350C0EAFFFFFF60FC43C0FEFFFF7F120C50C0E6FFFF5F09CE43C00400002034DC4FC0E8FFFFBFBEC043C0FCFFFFDF97CA4FC0E9FFFFFFEFEE43C0
6.037,8.476,7.986,7.02,5.647,3.979,3.075,3.168,3.993,5.129,6.532,8.544,8.897,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.442928314209,-40.22838973999],[-63.9183311462403,-40.3345794677733],[-64.0546035766602,-39.971710205078],[-63.5827598571777,-39.8666992187498],[-63.442928314209,-40.22838973999]]]]}",0106000020E61000000100000001030000000100000005000000040000E0B1B84FC0E4FFFFDF3B1D44C0040000E08BF54FC0EAFFFF7FD32A44C0020000A07E0350C0EAFFFFFF60FC43C0FCFFFFDF97CA4FC0E9FFFFFFEFEE43C0040000E0B1B84FC0E4FFFFDF3B1D44C0
5.815,8.184,7.905,6.769,5.443,3.737,2.938,2.963,3.818,4.816,6.384,8.21,8.621,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.3007507324219,-40.5908699035642],[-63.7798194885254,-40.6982688903807],[-63.9183311462403,-40.3345794677733],[-63.442928314209,-40.22838973999],[-63.3007507324219,-40.5908699035642]]]]}",0106000020E61000000100000001030000000100000005000000040000007FA64FC0E2FFFF9FA14B44C000000020D1E34FC0E4FFFFDF605944C0040000E08BF54FC0EAFFFF7FD32A44C0040000E0B1B84FC0E4FFFFDF3B1D44C0040000007FA64FC0E2FFFF9FA14B44C0
5.794,8.095,7.867,6.898,5.389,3.876,3.007,2.797,3.719,4.806,6.242,8.194,8.638,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.1561889648437,-40.9541397094725],[-63.6389198303223,-41.0627517700193],[-63.7798194885254,-40.6982688903807],[-63.3007507324219,-40.5908699035642],[-63.1561889648437,-40.9541397094725]]]]}",0106000020E61000000100000001030000000100000005000000FCFFFFFFFD934FC0E4FFFF3F217A44C004000020C8D14FC0E3FFFF3F088844C000000020D1E34FC0E4FFFFDF605944C0040000007FA64FC0E2FFFF9FA14B44C0FCFFFFFFFD934FC0E4FFFF3F217A44C0
5.221,7.093,6.965,6.325,5.13,3.689,2.796,2.658,3.564,4.358,5.407,7.151,7.519,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.4956398010254,-41.4280281066893],[-63.9845581054687,-41.5348587036131],[-64.1240463256836,-41.1683692932127],[-63.6389198303223,-41.0627517700193],[-63.4956398010254,-41.4280281066893]]]]}",0106000020E610000001000000010300000001000000050000000000002071BF4FC0E5FFFF9FC9B644C0FCFFFFFF05FE4FC0E8FFFF3F76C444C002000060F00750C0E9FFFF1F8D9544C004000020C8D14FC0E3FFFF3F088844C00000002071BF4FC0E5FFFF9FC9B644C0
5.512,7.692,6.637,5.746,5.053,4.052,3.804,4.106,4.276,5.292,5.891,7.02,6.576,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.539981842041,-32.2580909729002],[-63.939998626709,-32.3567085266112],[-64.0546035766602,-32.018558502197],[-63.6571006774902,-31.9209499359129],[-63.539981842041,-32.2580909729002]]]]}",0106000020E61000000100000001030000000100000005000000000000201EC54FC0E8FFFF1F092140C0040000E051F84FC0E9FFFF9FA82D40C0020000A07E0350C0E0FFFF1F600240C0000000E01BD44FC0C0FFFF5FC3EB3FC0000000201EC54FC0E8FFFF1F092140C0
5.806,8.02,7.125,5.879,5.476,4.313,3.924,4.296,4.66,5.62,6.141,7.249,6.969,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.421199798584,-32.5961418151854],[-63.8237915039062,-32.6957588195799],[-63.939998626709,-32.3567085266112],[-63.539981842041,-32.2580909729002],[-63.421199798584,-32.5961418151854]]]]}",0106000020E61000000100000001030000000100000005000000040000E0E9B54FC0E5FFFF5F4E4C40C00000000072E94FC0ECFFFF9F0E5940C0040000E051F84FC0E9FFFF9FA82D40C0000000201EC54FC0E8FFFF1F092140C0040000E0E9B54FC0E5FFFF5F4E4C40C0
5.559,7.982,7.001,5.81,5.159,3.924,3.705,3.856,4.265,5.227,5.866,7.118,6.805,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.3007507324219,-32.9350585937498],[-63.7059593200684,-33.0357208251951],[-63.8237915039062,-32.6957588195799],[-63.421199798584,-32.5961418151854],[-63.3007507324219,-32.9350585937498]]]]}",0106000020E61000000100000001030000000100000005000000040000007FA64FC0E2FFFFFFAF7740C0040000E05CDA4FC0E9FFFF7F928440C00000000072E94FC0ECFFFF9F0E5940C0040000E0E9B54FC0E5FFFF5F4E4C40C0040000007FA64FC0E2FFFFFFAF7740C0
5.056,7.249,6.327,5.223,4.906,3.786,3.507,3.479,3.956,4.843,5.142,6.317,5.94,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.1785888671874,-33.2748603820799],[-63.5864295959473,-33.3765602111815],[-63.7059593200684,-33.0357208251951],[-63.3007507324219,-32.9350585937498],[-63.1785888671874,-33.2748603820799]]]]}",0106000020E61000000100000001030000000100000005000000F8FFFFFFDB964FC0E3FFFF9F2EA340C00000002010CB4FC0E8FFFF1F33B040C0040000E05CDA4FC0E9FFFF7F928440C0040000007FA64FC0E2FFFFFFAF7740C0F8FFFFFFDB964FC0E3FFFF9F2EA340C0
5.132,7.264,6.383,5.348,5.053,3.854,3.542,3.515,4.047,4.939,5.253,6.441,5.951,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.5864295959473,-33.3765602111815],[-63.9959716796875,-33.4759216308592],[-64.1128234863281,-33.1340484619139],[-63.7059593200684,-33.0357208251951],[-63.5864295959473,-33.3765602111815]]]]}",0106000020E610000001000000010300000001000000050000000000002010CB4FC0E8FFFF1F33B040C0040000007CFF4FC0E7FFFFFFEABC40C0FEFFFF7F380750C0E9FFFF7F289140C0040000E05CDA4FC0E9FFFF7F928440C00000002010CB4FC0E8FFFF1F33B040C0
5.076,7.307,6.293,5.272,5.017,3.698,3.541,3.42,3.955,4.809,5.217,6.357,6.026,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.4651489257813,-33.7182807922362],[-63.8774108886719,-33.8186798095701],[-63.9959716796875,-33.4759216308592],[-63.5864295959473,-33.3765602111815],[-63.4651489257813,-33.7182807922362]]]]}",0106000020E61000000100000001030000000100000005000000040000008ABB4FC0EBFFFF9FF0DB40C0040000004FF04FC0E8FFFF7FCAE840C0040000007CFF4FC0E7FFFFFFEABC40C00000002010CB4FC0E8FFFF1F33B040C0040000008ABB4FC0EBFFFF9FF0DB40C0
5.286,7.777,6.831,5.404,5.206,3.595,3.39,3.522,3.863,5.026,5.3,6.897,6.632,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.3421592712402,-34.0608901977537],[-63.7571411132812,-34.1623306274412],[-63.8774108886719,-33.8186798095701],[-63.4651489257813,-33.7182807922362],[-63.3421592712402,-34.0608901977537]]]]}",0106000020E61000000100000001030000000100000005000000FCFFFFDFCBAB4FC0E5FFFF3FCB0741C000000000EAE04FC0E1FFFF3FC71441C0040000004FF04FC0E8FFFF7FCAE840C0040000008ABB4FC0EBFFFF9FF0DB40C0FCFFFFDFCBAB4FC0E5FFFF3FCB0741C0
