annual,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dic,geojson,geom
4.9,7.233,6.386,4.885,4.936,3.434,3.112,3.293,3.483,4.606,4.963,6.343,6.13,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.2173500061035,-34.4043617248534],[-63.6350708007812,-34.5068702697752],[-63.7571411132812,-34.1623306274412],[-63.3421592712402,-34.0608901977537],[-63.2173500061035,-34.4043617248534]]]]}",0106000020E6100000010000000103000000010000000500000000000020D29B4FC0ECFFFF1FC23341C0000000004AD14FC0EAFFFF1FE14041C000000000EAE04FC0E1FFFF3FC71441C0FCFFFFDFCBAB4FC0E5FFFF3FCB0741C000000020D29B4FC0ECFFFF1FC23341C0
5.346,7.747,6.961,5.374,5.378,3.707,3.479,3.604,3.887,4.958,5.369,6.952,6.737,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.6350708007812,-34.5068702697752],[-64.0546035766602,-34.6069602966307],[-64.173828125,-34.2613792419432],[-63.7571411132812,-34.1623306274412],[-63.6350708007812,-34.5068702697752]]]]}",0106000020E61000000100000001030000000100000005000000000000004AD14FC0EAFFFF1FE14041C0020000A07E0350C0E4FFFFDFB04D41C002000000200B50C0E8FFFFDF742141C000000000EAE04FC0E1FFFF3FC71441C0000000004AD14FC0EAFFFF1FE14041C0
5.536,7.762,7.357,6.04,5.465,3.637,3.072,3.156,3.985,4.766,6.076,7.446,7.673,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.9264183044434,-37.6129417419432],[-64.3757629394531,-37.7139205932615],[-64.500732421875,-37.3581008911131],[-64.0546035766602,-37.2582092285155],[-63.9264183044434,-37.6129417419432]]]]}",0106000020E61000000100000001030000000100000005000000000000E094F64FC0E4FFFFDF74CE42C0FEFFFF7F0C1850C0E2FFFFBF61DB42C0020000000C2050C0E2FFFF3FD6AD42C0020000A07E0350C0E9FFFFFF0CA142C0000000E094F64FC0E4FFFFDF74CE42C0
5.69,7.818,7.44,6.453,5.571,3.838,3.272,3.258,3.972,4.778,6.249,7.717,7.917,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.7962303161621,-37.9685096740721],[-64.2488403320312,-38.0705986022947],[-64.3757629394531,-37.7139205932615],[-63.9264183044434,-37.6129417419432],[-63.7962303161621,-37.9685096740721]]]]}",0106000020E61000000100000001030000000100000005000000000000E0EAE54FC0E9FFFF1FF8FB42C000000000ED0F50C0E3FFFF5F090943C0FEFFFF7F0C1850C0E2FFFFBF61DB42C0000000E094F64FC0E4FFFFDF74CE42C0000000E0EAE54FC0E9FFFF1FF8FB42C0
5.759,7.896,7.452,6.442,5.621,3.849,3.304,3.239,4.142,4.776,6.526,7.87,7.994,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.2488403320312,-38.0705986022947],[-64.7034606933594,-38.1699485778806],[-64.8270874023438,-37.8121795654295],[-64.3757629394531,-37.7139205932615],[-64.2488403320312,-38.0705986022947]]]]}",0106000020E6100000010000000103000000010000000500000000000000ED0F50C0E3FFFF5F090943C000000080052D50C0E0FFFFDFC01543C002000000EF3450C0E6FFFF7FF5E742C0FEFFFF7F0C1850C0E2FFFFBF61DB42C000000000ED0F50C0E3FFFF5F090943C0
5.661,7.693,7.42,6.313,5.503,3.744,3.162,3.271,4.031,4.671,6.291,7.782,8.062,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.6639709472656,-38.3249282836912],[-64.119873046875,-38.42813873291],[-64.2488403320312,-38.0705986022947],[-63.7962303161621,-37.9685096740721],[-63.6639709472656,-38.3249282836912]]]]}",0106000020E6100000010000000103000000010000000500000000000000FDD44FC0E1FFFF3F972943C0FEFFFFFFAB0750C0E4FFFF3FCD3643C000000000ED0F50C0E3FFFF5F090943C0000000E0EAE54FC0E9FFFF1FF8FB42C000000000FDD44FC0E1FFFF3F972943C0
5.758,7.932,7.478,6.476,5.531,3.851,3.255,3.264,4.165,4.696,6.429,7.942,8.085,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.119873046875,-38.42813873291],[-64.5778503417968,-38.5285911560057],[-64.7034606933594,-38.1699485778806],[-64.2488403320312,-38.0705986022947],[-64.119873046875,-38.42813873291]]]]}",0106000020E61000000100000001030000000100000005000000FEFFFFFFAB0750C0E4FFFF3FCD3643C0FEFFFF7FFB2450C0E8FFFFDFA84343C000000080052D50C0E0FFFFDFC01543C000000000ED0F50C0E3FFFF5F090943C0FEFFFFFFAB0750C0E4FFFF3FCD3643C0
5.719,7.866,7.478,6.508,5.4,3.823,3.055,3.283,4.161,4.63,6.279,7.953,8.203,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.9888305664062,-38.7865295410154],[-64.4502029418946,-38.8880882263182],[-64.5778503417968,-38.5285911560057],[-64.119873046875,-38.42813873291],[-63.9888305664062,-38.7865295410154]]]]}",0106000020E61000000100000001030000000100000005000000F8FFFFFF91FE4FC0E4FFFFFFAC6443C002000020D01C50C0E3FFFFDFAC7143C0FEFFFF7FFB2450C0E8FFFFDFA84343C0FEFFFFFFAB0750C0E4FFFF3FCD3643C0F8FFFFFF91FE4FC0E4FFFFFFAC6443C0
5.697,8.155,7.52,6.669,5.27,3.682,2.951,3.184,3.928,4.71,6.157,7.92,8.223,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.7203407287598,-39.5058212280272],[-64.1886291503906,-39.6096611022947],[-64.3205032348633,-39.2484588623045],[-63.8556518554688,-39.1457595825193],[-63.7203407287598,-39.5058212280272]]]]}",0106000020E610000001000000010300000001000000050000000400002034DC4FC0E8FFFFBFBEC043C0FEFFFF7F120C50C0E6FFFF5F09CE43C002000020831450C0E0FFFF7FCD9F43C00000000086ED4FC0E1FFFF3FA89243C00400002034DC4FC0E8FFFFBFBEC043C0
5.943,8.453,7.801,6.938,5.516,3.833,2.896,3.304,3.984,5.032,6.51,8.418,8.631,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.1886291503906,-39.6096611022947],[-64.6591186523438,-39.7106285095213],[-64.7874069213867,-39.3483009338377],[-64.3205032348633,-39.2484588623045],[-64.1886291503906,-39.6096611022947]]]]}",0106000020E61000000100000001030000000100000005000000FEFFFF7F120C50C0E6FFFF5F09CE43C0000000002F2A50C0E2FFFFDFF5DA43C0020000E0643250C0EBFFFF1F95AC43C002000020831450C0E0FFFF7FCD9F43C0FEFFFF7F120C50C0E6FFFF5F09CE43C0
5.998,8.566,7.819,7.128,5.606,3.868,2.907,3.205,3.984,5.005,6.558,8.462,8.879,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.0546035766602,-39.971710205078],[-64.5286865234375,-40.0738105773924],[-64.6591186523438,-39.7106285095213],[-64.1886291503906,-39.6096611022947],[-64.0546035766602,-39.971710205078]]]]}",0106000020E61000000100000001030000000100000005000000020000A07E0350C0EAFFFFFF60FC43C002000000D62150C0E5FFFF9F720944C0000000002F2A50C0E2FFFFDFF5DA43C0FEFFFF7F120C50C0E6FFFF5F09CE43C0020000A07E0350C0EAFFFFFF60FC43C0
5.867,8.413,7.814,6.875,5.378,3.754,3.023,3.16,3.866,4.866,6.36,8.241,8.659,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.9183311462403,-40.3345794677733],[-64.3960571289062,-40.4378395080565],[-64.5286865234375,-40.0738105773924],[-64.0546035766602,-39.971710205078],[-63.9183311462403,-40.3345794677733]]]]}",0106000020E61000000100000001030000000100000005000000040000E08BF54FC0EAFFFF7FD32A44C0FEFFFFFF581950C0E7FFFF1F0B3844C002000000D62150C0E5FFFF9F720944C0020000A07E0350C0EAFFFFFF60FC43C0040000E08BF54FC0EAFFFF7FD32A44C0
5.402,7.842,7.469,6.263,5.083,3.473,2.744,2.803,3.381,4.483,5.696,7.639,7.954,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.7798194885254,-40.6982688903807],[-64.2611999511718,-40.8027000427244],[-64.3960571289062,-40.4378395080565],[-63.9183311462403,-40.3345794677733],[-63.7798194885254,-40.6982688903807]]]]}",0106000020E6100000010000000103000000010000000500000000000020D1E34FC0E4FFFFDF605944C0FCFFFF7FB71050C0E5FFFFDFBE6644C0FEFFFFFF581950C0E7FFFF1F0B3844C0040000E08BF54FC0EAFFFF7FD32A44C000000020D1E34FC0E4FFFFDF605944C0
5.351,7.84,7.397,6.23,5.152,3.384,2.67,2.842,3.302,4.451,5.666,7.515,7.774,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.2611999511718,-40.8027000427244],[-64.744873046875,-40.9041404724119],[-64.8759765625,-40.538131713867],[-64.3960571289062,-40.4378395080565],[-64.2611999511718,-40.8027000427244]]]]}",0106000020E61000000100000001030000000100000005000000FCFFFF7FB71050C0E5FFFFDFBE6644C002000000AC2F50C0E1FFFFDFBA7344C000000000103850C0E2FFFF7FE14444C0FEFFFFFF581950C0E7FFFF1F0B3844C0FCFFFF7FB71050C0E5FFFFDFBE6644C0
5.695,8.104,7.607,6.615,5.431,3.658,2.797,2.782,3.673,4.853,6.136,8.192,8.497,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.6389198303223,-41.0627517700193],[-64.1240463256836,-41.1683692932127],[-64.2611999511718,-40.8027000427244],[-63.7798194885254,-40.6982688903807],[-63.6389198303223,-41.0627517700193]]]]}",0106000020E6100000010000000103000000010000000500000004000020C8D14FC0E3FFFF3F088844C002000060F00750C0E9FFFF1F8D9544C0FCFFFF7FB71050C0E5FFFFDFBE6644C000000020D1E34FC0E4FFFFDF605944C004000020C8D14FC0E3FFFF3F088844C0
4.963,7.13,6.724,5.878,4.857,3.396,2.636,2.742,3.185,4.129,5.091,6.886,6.911,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.1240463256836,-41.1683692932127],[-64.6115417480469,-41.270969390869],[-64.744873046875,-40.9041404724119],[-64.2611999511718,-40.8027000427244],[-64.1240463256836,-41.1683692932127]]]]}",0106000020E6100000010000000103000000010000000500000002000060F00750C0E9FFFF1F8D9544C000000080232750C0E7FFFF1FAFA244C002000000AC2F50C0E1FFFFDFBA7344C0FCFFFF7FB71050C0E5FFFFDFBE6644C002000060F00750C0E9FFFF1F8D9544C0
5.632,7.773,6.64,5.793,5.267,4.12,4.044,4.107,4.582,5.493,6.229,6.993,6.552,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.939998626709,-32.3567085266112],[-64.341667175293,-32.45304107666],[-64.4536666870117,-32.1139106750487],[-64.0546035766602,-32.018558502197],[-63.939998626709,-32.3567085266112]]]]}",0106000020E61000000100000001030000000100000005000000040000E051F84FC0E9FFFF9FA82D40C0020000E0DD1550C0EBFFFF3FFD3940C0FEFFFFDF081D50C0EAFFFF9F940E40C0020000A07E0350C0E0FFFF1F600240C0040000E051F84FC0E9FFFF9FA82D40C0
5.641,7.86,6.887,6.016,5.32,4.027,3.835,4.003,4.543,5.34,6.028,7.101,6.742,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.8237915039062,-32.6957588195799],[-64.2280578613281,-32.7930908203123],[-64.341667175293,-32.45304107666],[-63.939998626709,-32.3567085266112],[-63.8237915039062,-32.6957588195799]]]]}",0106000020E610000001000000010300000001000000050000000000000072E94FC0ECFFFF9F0E5940C000000080980E50C0E7FFFFFF836540C0020000E0DD1550C0EBFFFF3FFD3940C0040000E051F84FC0E9FFFF9FA82D40C00000000072E94FC0ECFFFF9F0E5940C0
5.796,7.88,6.824,5.988,5.639,4.089,4.084,4.231,4.9,5.704,6.191,7.12,6.904,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.2280578613281,-32.7930908203123],[-64.6339111328125,-32.88809967041],[-64.744873046875,-32.5470809936522],[-64.341667175293,-32.45304107666],[-64.2280578613281,-32.7930908203123]]]]}",0106000020E6100000010000000103000000010000000500000000000080980E50C0E7FFFFFF836540C0FEFFFFFF912850C0EAFFFF3FAD7140C002000000AC2F50C0ECFFFFBF064640C0020000E0DD1550C0EBFFFF3FFD3940C000000080980E50C0E7FFFFFF836540C0
5.148,7.224,6.38,5.335,5.091,3.836,3.557,3.563,4.149,4.972,5.324,6.436,5.913,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.7059593200684,-33.0357208251951],[-64.1128234863281,-33.1340484619139],[-64.2280578613281,-32.7930908203123],[-63.8237915039062,-32.6957588195799],[-63.7059593200684,-33.0357208251951]]]]}",0106000020E61000000100000001030000000100000005000000040000E05CDA4FC0E9FFFF7F928440C0FEFFFF7F380750C0E9FFFF7F289140C000000080980E50C0E7FFFFFF836540C00000000072E94FC0ECFFFF9F0E5940C0040000E05CDA4FC0E9FFFF7F928440C0
5.771,8.048,6.867,6.09,5.629,4.148,3.995,4.081,4.76,5.398,6.084,7.325,6.83,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.1128234863281,-33.1340484619139],[-64.5213623046874,-33.2300491333006],[-64.6339111328125,-32.88809967041],[-64.2280578613281,-32.7930908203123],[-64.1128234863281,-33.1340484619139]]]]}",0106000020E61000000100000001030000000100000005000000FEFFFF7F380750C0E9FFFF7F289140C0FCFFFFFF5D2150C0E5FFFF3F729D40C0FEFFFFFF912850C0EAFFFF3FAD7140C000000080980E50C0E7FFFFFF836540C0FEFFFF7F380750C0E9FFFF7F289140C0
5.191,7.29,6.31,5.416,5.16,3.91,3.631,3.567,4.205,4.979,5.35,6.468,6.011,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.9959716796875,-33.4759216308592],[-64.4072036743164,-33.5729217529295],[-64.5213623046874,-33.2300491333006],[-64.1128234863281,-33.1340484619139],[-63.9959716796875,-33.4759216308592]]]]}",0106000020E61000000100000001030000000100000005000000040000007CFF4FC0E7FFFFFFEABC40C0020000A00F1A50C0E8FFFF7F55C940C0FCFFFFFF5D2150C0E5FFFF3F729D40C0FEFFFF7F380750C0E9FFFF7F289140C0040000007CFF4FC0E7FFFFFFEABC40C0
4.95,6.924,5.997,5.131,4.926,3.544,3.597,3.506,4.086,4.589,4.922,6.242,5.945,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.2913513183593,-33.9166908264158],[-64.7070007324219,-34.0122985839842],[-64.820068359375,-33.6675300598143],[-64.4072036743164,-33.5729217529295],[-64.2913513183593,-33.9166908264158]]]]}",0106000020E61000000100000001030000000100000005000000FEFFFF7FA51250C0E4FFFF1F56F540C0000000803F2D50C0EBFFFFFF920141C0FEFFFFFF7B3450C0E9FFFF9F71D540C0020000A00F1A50C0E8FFFF7F55C940C0FEFFFF7FA51250C0E4FFFF1F56F540C0
5.525,7.877,6.808,5.513,5.44,3.927,3.765,3.803,4.25,5.177,5.646,7.237,6.858,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.7571411132812,-34.1623306274412],[-64.173828125,-34.2613792419432],[-64.2913513183593,-33.9166908264158],[-63.8774108886719,-33.8186798095701],[-63.7571411132812,-34.1623306274412]]]]}",0106000020E6100000010000000103000000010000000500000000000000EAE04FC0E1FFFF3FC71441C002000000200B50C0E8FFFFDF742141C0FEFFFF7FA51250C0E4FFFF1F56F540C0040000004FF04FC0E8FFFF7FCAE840C000000000EAE04FC0E1FFFF3FC71441C0
5.77,8.216,7.031,5.869,5.654,4.284,4.083,3.932,4.543,5.346,5.987,7.395,6.905,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.173828125,-34.2613792419432],[-64.5922927856446,-34.3579902648924],[-64.7070007324219,-34.0122985839842],[-64.2913513183593,-33.9166908264158],[-64.173828125,-34.2613792419432]]]]}",0106000020E6100000010000000103000000010000000500000002000000200B50C0E8FFFFDF742141C002000020E82550C0E9FFFF9FD22D41C0000000803F2D50C0EBFFFFFF920141C0FEFFFF7FA51250C0E4FFFF1F56F540C002000000200B50C0E8FFFFDF742141C0
5.478,7.919,6.798,5.481,5.476,3.82,3.828,3.688,4.092,5.054,5.678,7.11,6.803,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.0546035766602,-34.6069602966307],[-64.4758911132812,-34.7045898437498],[-64.5922927856446,-34.3579902648924],[-64.173828125,-34.2613792419432],[-64.0546035766602,-34.6069602966307]]]]}",0106000020E61000000100000001030000000100000005000000020000A07E0350C0E4FFFFDFB04D41C0FEFFFFFF741E50C0E1FFFFFF2F5A41C002000020E82550C0E9FFFF9FD22D41C002000000200B50C0E8FFFFDF742141C0020000A07E0350C0E4FFFFDFB04D41C0
5.55,8.018,7.013,5.833,5.888,3.87,3.618,3.523,3.879,5.16,5.695,7.126,6.985,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.9335899353028,-34.9534301757811],[-64.3577575683594,-35.052089691162],[-64.4758911132812,-34.7045898437498],[-64.0546035766602,-34.6069602966307],[-63.9335899353028,-34.9534301757811]]]]}",0106000020E61000000100000001030000000100000005000000040000E07FF74FC0E4FFFFFF097A41C000000080E51650C0EBFFFFDFAA8641C0FEFFFFFF741E50C0E1FFFFFF2F5A41C0020000A07E0350C0E4FFFFDFB04D41C0040000E07FF74FC0E4FFFFFF097A41C0
5.448,7.813,7.106,5.68,5.688,3.737,3.674,3.38,3.815,4.885,5.538,7.104,6.967,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.810791015625,-35.300769805908],[-64.2378463745117,-35.4004898071287],[-64.3577575683594,-35.052089691162],[-63.9335899353028,-34.9534301757811],[-63.810791015625,-35.300769805908]]]]}",0106000020E61000000100000001030000000100000005000000FCFFFFFFC7E74FC0E6FFFF9F7FA641C0FEFFFFDF380F50C0E1FFFF3F43B341C000000080E51650C0EBFFFFDFAA8641C0040000E07FF74FC0E4FFFFFF097A41C0FCFFFFFFC7E74FC0E6FFFF9F7FA641C0
5.524,7.822,7.2,5.679,5.579,3.92,3.609,3.518,3.966,5.025,5.75,7.159,7.069,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.2378463745117,-35.4004898071287],[-64.6667175292968,-35.4976997375486],[-64.78369140625,-35.1482696533201],[-64.3577575683594,-35.052089691162],[-64.2378463745117,-35.4004898071287]]]]}",0106000020E61000000100000001030000000100000005000000FEFFFFDF380F50C0E1FFFF3F43B341C0FEFFFF7FAB2A50C0E5FFFF9FB4BF41C002000000283250C0E5FFFF7FFA9241C000000080E51650C0EBFFFFDFAA8641C0FEFFFFDF380F50C0E1FFFF3F43B341C0
5.305,7.74,7.136,5.472,5.445,3.586,3.491,3.262,3.586,4.639,5.458,6.881,6.969,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.6861610412597,-35.6489982604979],[-64.1161499023437,-35.7497787475584],[-64.2378463745117,-35.4004898071287],[-63.810791015625,-35.300769805908],[-63.6861610412597,-35.6489982604979]]]]}",0106000020E61000000100000001030000000100000005000000FCFFFF1FD4D74FC0EBFFFF5F12D341C0FEFFFFFF6E0750C0E8FFFFBFF8DF41C0FEFFFFDF380F50C0E1FFFF3F43B341C0FCFFFFFFC7E74FC0E6FFFF9F7FA641C0FCFFFF1FD4D74FC0EBFFFF5F12D341C0
5.487,7.855,7.202,5.686,5.524,3.777,3.609,3.483,3.952,4.839,5.639,7.168,7.121,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.1161499023437,-35.7497787475584],[-64.5479736328125,-35.8480186462401],[-64.6667175292968,-35.4976997375486],[-64.2378463745117,-35.4004898071287],[-64.1161499023437,-35.7497787475584]]]]}",0106000020E61000000100000001030000000100000005000000FEFFFFFF6E0750C0E8FFFFBFF8DF41C0FEFFFFFF112350C0EAFFFFDF8BEC41C0FEFFFF7FAB2A50C0E5FFFF9FB4BF41C0FEFFFFDF380F50C0E1FFFF3F43B341C0FEFFFFFF6E0750C0E8FFFFBFF8DF41C0
5.343,7.766,7.066,5.702,5.353,3.53,3.408,3.305,3.767,4.635,5.478,6.997,7.117,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.9925804138183,-36.0999488830565],[-64.4274597167969,-36.199249267578],[-64.5479736328125,-35.8480186462401],[-64.1161499023437,-35.7497787475584],[-63.9925804138183,-36.0999488830565]]]]}",0106000020E61000000100000001030000000100000005000000FCFFFFDF0CFF4FC0E6FFFF1FCB0C42C0000000805B1B50C0E9FFFFFF801942C0FEFFFFFF112350C0EAFFFFDF8BEC41C0FEFFFFFF6E0750C0E8FFFFBFF8DF41C0FCFFFFDF0CFF4FC0E6FFFF1FCB0C42C0
4.948,7.115,6.474,5.364,5.095,3.222,3.148,2.997,3.469,4.257,5.121,6.59,6.531,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.8671607971191,-36.4509887695311],[-64.3050765991211,-36.5513610839842],[-64.4274597167969,-36.199249267578],[-63.9925804138183,-36.0999488830565],[-63.8671607971191,-36.4509887695311]]]]}",0106000020E61000000100000001030000000100000005000000FCFFFF1FFFEE4FC0E5FFFFFFB93942C0FEFFFF5F861350C0EBFFFFFF924642C0000000805B1B50C0E9FFFFFF801942C0FCFFFFDF0CFF4FC0E6FFFF1FCB0C42C0FCFFFF1FFFEE4FC0E5FFFFFFB93942C0
4.934,7.019,6.496,5.356,5.02,3.218,3.05,2.937,3.466,4.293,5.219,6.599,6.537,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.7398109436035,-36.8028984069822],[-64.1808166503906,-36.9043502807615],[-64.3050765991211,-36.5513610839842],[-63.8671607971191,-36.4509887695311],[-63.7398109436035,-36.8028984069822]]]]}",0106000020E6100000010000000103000000010000000500000004000020B2DE4FC0E5FFFF5FC56642C0FEFFFF7F920B50C0E3FFFFBFC17342C0FEFFFF5F861350C0EBFFFFFF924642C0FCFFFF1FFFEE4FC0E5FFFFFFB93942C004000020B2DE4FC0E5FFFF5FC56642C0
4.938,7.212,6.476,5.389,4.978,3.229,2.991,2.938,3.414,4.177,5.266,6.595,6.601,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.1808166503906,-36.9043502807615],[-64.6237487792969,-37.0031700134275],[-64.744873046875,-36.6491203308104],[-64.3050765991211,-36.5513610839842],[-64.1808166503906,-36.9043502807615]]]]}",0106000020E61000000100000001030000000100000005000000FEFFFF7F920B50C0E3FFFFBFC17342C000000080EB2750C0E5FFFFDF678042C002000000AC2F50C0ECFFFF5F165342C0FEFFFF5F861350C0EBFFFFFF924642C0FEFFFF7F920B50C0E3FFFFBFC17342C0
5.27,7.526,6.939,5.892,5.248,3.491,3.01,2.965,3.631,4.474,5.769,7.091,7.209,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.0546035766602,-37.2582092285155],[-64.500732421875,-37.3581008911131],[-64.6237487792969,-37.0031700134275],[-64.1808166503906,-36.9043502807615],[-64.0546035766602,-37.2582092285155]]]]}",0106000020E61000000100000001030000000100000005000000020000A07E0350C0E9FFFFFF0CA142C0020000000C2050C0E2FFFF3FD6AD42C000000080EB2750C0E5FFFFDF678042C0FEFFFF7F920B50C0E3FFFFBFC17342C0020000A07E0350C0E9FFFFFF0CA142C0
4.978,7.007,6.06,4.988,5.033,3.515,3.601,3.541,4.078,4.664,5.001,6.339,5.917,"{""type"":""MultiPolygon"",""coordinates"":[[[[-65.1243286132812,-34.1054801940917],[-65.5432434082031,-34.196220397949],[-65.6506729125977,-33.8495292663572],[-65.2345581054688,-33.759738922119],[-65.1243286132812,-34.1054801940917]]]]}",0106000020E6100000010000000103000000010000000500000000000000F54750C0ECFFFF5F800D41C0FEFFFF7FC46250C0E5FFFFBF1D1941C0020000A0A46950C0E1FFFF5FBDEC40C000000000034F50C0E7FFFF1F3FE140C000000000F54750C0ECFFFF5F800D41C0
5.905,8.519,7.355,6.011,6.05,4.26,4.061,3.882,4.443,5.432,6.279,7.305,7.263,"{""type"":""MultiPolygon"",""coordinates"":[[[[-65.012451171875,-34.4521598815916],[-65.4342269897461,-34.5438499450682],[-65.5432434082031,-34.196220397949],[-65.1243286132812,-34.1054801940917],[-65.012451171875,-34.4521598815916]]]]}",0106000020E6100000010000000103000000010000000500000000000000CC4050C0E2FFFF5FE03941C0FEFFFF5FCA5B50C0E7FFFFDF9C4541C0FEFFFF7FC46250C0E5FFFFBF1D1941C000000000F54750C0ECFFFF5F800D41C000000000CC4050C0E2FFFF5FE03941C0
5.824,8.397,7.352,5.92,5.861,4.193,3.959,3.733,4.351,5.457,6.193,7.192,7.28,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.8989028930664,-34.7997589111326],[-65.3236083984375,-34.8924217224119],[-65.4342269897461,-34.5438499450682],[-65.012451171875,-34.4521598815916],[-64.8989028930664,-34.7997589111326]]]]}",0106000020E61000000100000001030000000100000005000000020000A0873950C0E0FFFF7F5E6641C0FEFFFFFFB55450C0E8FFFFDF3A7241C0FEFFFF5FCA5B50C0E7FFFFDF9C4541C000000000CC4050C0E2FFFF5FE03941C0020000A0873950C0E0FFFF7F5E6641C0
5.887,8.444,7.415,5.938,5.97,4.242,3.899,3.676,4.486,5.403,6.162,7.431,7.58,"{""type"":""MultiPolygon"",""coordinates"":[[[[-65.3236083984375,-34.8924217224119],[-65.7499694824219,-34.9825782775877],[-65.8576736450195,-34.633060455322],[-65.4342269897461,-34.5438499450682],[-65.3236083984375,-34.8924217224119]]]]}",0106000020E61000000100000001030000000100000005000000FEFFFFFFB55450C0E8FFFFDF3A7241C002000080FF6F50C0E0FFFF1FC57D41C0FEFFFF1FE47650C0E0FFFF1F085141C0FEFFFF5FCA5B50C0E7FFFFDF9C4541C0FEFFFFFFB55450C0E8FFFFDF3A7241C0
5.847,8.442,7.473,6.001,5.778,4.11,3.84,3.641,4.43,5.288,6.121,7.416,7.632,"{""type"":""MultiPolygon"",""coordinates"":[[[[-65.2113265991211,-35.2419281005858],[-65.6406631469727,-35.3330497741698],[-65.7499694824219,-34.9825782775877],[-65.3236083984375,-34.8924217224119],[-65.2113265991211,-35.2419281005858]]]]}",0106000020E6100000010000000103000000010000000500000002000060864D50C0E6FFFF7FF79E41C0020000A0006950C0ECFFFF5FA1AA41C002000080FF6F50C0E0FFFF1FC57D41C0FEFFFFFFB55450C0E8FFFFDF3A7241C002000060864D50C0E6FFFF7FF79E41C0
5.755,8.361,7.435,5.863,5.631,4.013,3.752,3.537,4.362,5.178,6.027,7.309,7.596,"{""type"":""MultiPolygon"",""coordinates"":[[[[-65.0973510742188,-35.5923614501951],[-65.5297164916992,-35.6844482421873],[-65.6406631469727,-35.3330497741698],[-65.2113265991211,-35.2419281005858],[-65.0973510742188,-35.5923614501951]]]]}",0106000020E61000000100000001030000000100000005000000020000003B4650C0E0FFFF7FD2CB41C0000000E0E66150C0E8FFFFFF9BD741C0020000A0006950C0ECFFFF5FA1AA41C002000060864D50C0E6FFFF7FF79E41C0020000003B4650C0E0FFFF7FD2CB41C0
